dttm,lobby_id,ticket_num,type_of_passage
2020-02-01T05:29:47,2101,12787610,0
2020-02-01T05:29:49,26,29323390,1
2020-02-01T05:29:34,2101,5176475,0
2020-02-01T05:29:44,2101,7743390,0
2020-02-01T05:29:41,26,21139596,0
2020-02-01T05:28:55,388,12013633,0
2020-02-01T05:29:58,2101,3097282947,0
2020-02-01T05:29:45,26,13399119,0
2020-02-01T05:29:52,2101,14834823,0
2020-02-01T05:29:50,26,18895170,0
2020-02-01T05:29:39,388,24523437,1
2020-02-01T05:29:35,394,13125849,0
2020-02-01T05:29:02,393,3021857353,0
2020-02-01T05:30:04,394,3951313690,0
2020-02-01T05:29:22,393,10184582,0
2020-02-01T05:29:10,2024,4536126,0
2020-02-01T05:29:16,393,15260171,0
2020-02-01T05:29:22,2024,19209667,0
2020-02-01T05:29:42,351,22843748,0
2020-02-01T05:29:45,351,21005417,0
2020-02-01T05:29:06,139,16143718,0
2020-02-01T05:29:31,139,3082250924,0
2020-02-01T05:29:54,351,3274425,0
2020-02-01T05:29:17,154,20346434,0
2020-02-01T05:29:20,154,16980292,0
2020-02-01T05:28:53,391,20448885,0
2020-02-01T05:29:27,154,197460,0
2020-02-01T05:29:13,391,3951686899,0
2020-02-01T05:29:42,296,8299455,0
2020-02-01T05:29:16,391,15349991,0
2020-02-01T05:29:30,154,16472809,0
2020-02-01T05:29:28,391,3951175152,0
2020-02-01T05:29:34,154,4332402,0
2020-02-01T05:29:39,154,6057681,0
2020-02-01T05:28:59,167,27753511,0
2020-02-01T05:29:34,1005,169956,0
2020-02-01T05:29:43,154,19860356,0
2020-02-01T05:29:52,119,12716622,0
2020-02-01T05:29:48,1005,24807151,0
2020-02-01T05:30:06,119,28516865,0
2020-02-01T05:29:57,119,3097089471,0
2020-02-01T05:29:43,1005,6897983,0
2020-02-01T05:29:30,119,3986013600,0
2020-02-01T05:29:50,119,28658415,0
2020-02-01T05:29:36,1005,13798544,0
2020-02-01T05:29:45,119,3097088760,0
2020-02-01T05:29:40,1005,16740443,0
2020-02-01T05:29:21,272,14806502,0
2020-02-01T05:29:23,272,3941214538,0
2020-02-01T05:29:29,272,14896410,0
2020-02-01T05:29:21,272,16466413,0
2020-02-01T05:29:21,272,20863242,0
2020-02-01T05:29:32,272,23705914,0
2020-02-01T05:29:36,272,9576531,0
2020-02-01T05:29:43,389,3111699981,0
2020-02-01T05:29:51,272,28875823,0
2020-02-01T05:29:55,272,28007619,0
2020-02-01T05:29:16,276,3855651,0
2020-02-01T05:29:26,154,14293519,0
2020-02-01T05:29:30,154,16948529,0
2020-02-01T05:29:35,154,15151539,0
2020-02-01T05:29:03,157,21654749,0
2020-02-01T05:29:36,154,3941211483,0
2020-02-01T05:29:09,157,6859597,0
2020-02-01T05:29:45,154,6960697,0
2020-02-01T05:29:43,154,8940520,0
2020-02-01T05:29:44,154,10898068,0
2020-02-01T05:29:49,154,23957399,0
2020-02-01T05:29:55,154,22879731,0
2020-02-01T05:29:58,154,9475111,0
2020-02-01T05:30:11,154,12052251,0
2020-02-01T05:30:16,154,5952440,0
2020-02-01T05:29:33,200,29402799,0
2020-02-01T05:29:33,2167,6076320,0
2020-02-01T05:29:36,60,22830034,0
2020-02-01T05:29:59,2167,21412460,0
2020-02-01T05:29:35,60,2319132419,0
2020-02-01T05:29:31,2148,11653917,0
2020-02-01T05:29:20,26,1470020645,0
2020-02-01T05:29:25,26,14290468,0
2020-02-01T05:29:30,2234,24580982,0
2020-02-01T05:29:10,2035,60096741,0
2020-02-01T05:29:36,2234,3986353071,0
2020-02-01T05:30:00,2035,3931293380,0
2020-02-01T05:29:26,2234,24042707,0
2020-02-01T05:29:57,2234,22245670,0
2020-02-01T05:30:07,2035,17320856,0
2020-02-01T05:29:41,98,24826141,0
2020-02-01T05:29:51,2035,16203361,0
2020-02-01T05:29:41,38,15542875,0
2020-02-01T05:29:45,38,18818958,0
2020-02-01T05:29:55,2035,26722200,0
2020-02-01T05:29:51,2035,12085543,0
2020-02-01T05:29:41,38,20965376,0
2020-02-01T05:30:16,2035,11496813,0
2020-02-01T05:29:51,38,4117646,0
2020-02-01T05:29:16,69,20857330,0
2020-02-01T05:29:27,69,26826383,0
2020-02-01T05:29:40,90,27971277,0
2020-02-01T05:29:42,90,26237256,0
2020-02-01T05:30:00,90,3931258817,0
2020-02-01T05:30:05,90,3105535847,0
2020-02-01T05:29:44,90,23364303,0
2020-02-01T05:30:08,90,15599402,0
2020-02-01T05:29:49,90,28073973,0
2020-02-01T05:29:54,90,3110700799,0
2020-02-01T05:30:19,90,9929570,0
2020-02-01T05:29:48,90,3110700797,0
2020-02-01T05:29:53,90,9373266,0
2020-02-01T05:30:03,90,9040707,0
2020-02-01T05:30:00,90,2720817,0
2020-02-01T05:30:06,90,11149777,0
2020-02-01T05:29:57,90,3105535849,0
2020-02-01T05:30:14,90,3105535848,0
2020-02-01T05:29:35,296,17017148,0
2020-02-01T05:29:52,296,8315520,0
2020-02-01T05:29:31,185,16818723,0
2020-02-01T05:29:35,185,14998214,0
2020-02-01T05:29:40,185,16075455,0
2020-02-01T05:29:47,76,16377556,0
2020-02-01T05:30:02,310,18973061,0
2020-02-01T05:30:07,310,27254451,0
2020-02-01T05:30:08,310,21900196,0
2020-02-01T05:30:15,310,22996014,0
2020-02-01T05:29:27,340,24288349,0
2020-02-01T05:30:28,340,70068839,0
2020-02-01T05:29:33,75,4438869,0
2020-02-01T05:29:28,75,12136815,0
2020-02-01T05:29:38,75,7812895,0
2020-02-01T05:29:57,157,15688616,0
2020-02-01T05:22:56,218,1706907,0
2020-02-01T05:22:47,358,2696484,0
2020-02-01T05:35:19,2117,3021995,0
2020-02-01T05:35:08,2117,3101634357,0
2020-02-01T05:35:19,2117,3101634356,0
2020-02-01T05:35:35,2117,3101625700,0
2020-02-01T05:35:30,2117,21165192,0
2020-02-01T05:35:35,2117,27022576,0
2020-02-01T05:35:36,2117,8548115,0
2020-02-01T05:35:26,2117,7849242,0
2020-02-01T05:35:57,2117,12380086,0
2020-02-01T05:30:34,141,3092004097,0
2020-02-01T05:30:43,141,21208210,0
2020-02-01T05:31:01,141,16608218,0
2020-02-01T05:31:14,141,3951371189,0
2020-02-01T05:31:20,141,5882617,0
2020-02-01T05:31:25,141,15852719,0
2020-02-01T05:31:41,141,27524011,0
2020-02-01T05:32:00,141,9432652,0
2020-02-01T05:32:17,141,13495630,0
2020-02-01T05:32:27,141,7986385,0
2020-02-01T05:33:25,141,2799528,0
2020-02-01T05:34:39,141,23257061,0
2020-02-01T05:34:59,141,23897591,0
2020-02-01T05:31:07,2013,2743087,0
2020-02-01T05:34:49,2013,9598773,0
2020-02-01T05:31:18,2253,8560162,0
2020-02-01T05:31:49,830,13653447,0
2020-02-01T05:33:24,830,21368832,0
2020-02-01T05:33:56,830,27795645,0
2020-02-01T05:36:19,830,3443338,0
2020-02-01T05:36:39,2087,3931293692,0
2020-02-01T05:33:18,2087,16883627,0
2020-02-01T05:33:24,266,5437430,0
2020-02-01T05:34:30,266,2316123053,0
2020-02-01T05:33:56,2215,27491920,0
2020-02-01T05:34:30,2215,26820698,0
2020-02-01T05:33:23,2249,3096496041,0
2020-02-01T05:33:42,2249,22654890,0
2020-02-01T05:35:13,2249,14879050,0
2020-02-01T05:36:17,2249,243209048,0
2020-02-01T05:36:39,2249,8134409,0
2020-02-01T05:33:39,2090,6744688,0
2020-02-01T05:33:28,201,18145831,0
2020-02-01T05:33:32,201,18042969,0
2020-02-01T05:33:37,201,3101172747,0
2020-02-01T05:33:38,201,9067574,0
2020-02-01T05:33:55,201,3101167573,0
2020-02-01T05:34:04,201,4454190,0
2020-02-01T05:34:11,201,22767705,0
2020-02-01T05:34:20,201,22770903,0
2020-02-01T05:34:11,201,3101167574,0
2020-02-01T05:34:33,201,3144238548,0
2020-02-01T05:34:29,201,3110691648,0
2020-02-01T05:34:35,201,18580621,0
2020-02-01T05:34:34,201,3101167575,0
2020-02-01T05:34:51,201,3097358897,0
2020-02-01T05:34:47,201,3097358896,0
2020-02-01T05:34:53,201,4389386,0
2020-02-01T05:35:05,201,28175893,0
2020-02-01T05:35:16,201,3951298658,0
2020-02-01T05:35:20,201,3101167576,0
2020-02-01T05:35:06,201,22770903,0
2020-02-01T05:35:09,201,22770903,0
2020-02-01T05:35:17,201,22767705,0
2020-02-01T05:35:26,201,9401901,0
2020-02-01T05:35:29,201,3101173895,0
2020-02-01T05:35:35,201,3101173896,0
2020-02-01T05:35:35,201,5557640,0
2020-02-01T05:35:50,201,18446316,0
2020-02-01T05:35:55,201,846946,0
2020-02-01T05:36:06,201,3101167577,0
2020-02-01T05:36:00,201,3101173896,0
2020-02-01T05:36:08,201,22767705,0
2020-02-01T05:36:04,201,3851966,0
2020-02-01T05:36:25,201,22770903,0
2020-02-01T05:36:13,201,22243337,0
2020-02-01T05:36:29,201,20966124,0
2020-02-01T05:37:19,201,21119066,0
2020-02-01T05:37:28,201,3144238547,0
2020-02-01T05:37:36,201,22767705,0
2020-02-01T05:38:15,201,3961044971,0
2020-02-01T05:34:02,72,3101934128,0
2020-02-01T05:34:13,72,14703393,0
2020-02-01T05:34:51,72,3101934127,0
2020-02-01T05:35:19,72,4701614,0
2020-02-01T05:35:29,72,4896146,0
2020-02-01T05:35:36,72,13706270,0
2020-02-01T05:35:59,72,2316121025,0
2020-02-01T05:36:57,72,21571336,0
2020-02-01T05:36:52,72,4213298,0
2020-02-01T05:36:58,72,21657843,0
2020-02-01T05:37:30,72,3951638440,0
2020-02-01T05:37:37,72,21248457,0
2020-02-01T05:37:42,72,16583023,0
2020-02-01T05:37:47,72,3951755351,0
2020-02-01T05:38:19,72,20614137,0
2020-02-01T05:38:28,72,21128683,0
2020-02-01T05:32:40,223,23896446,0
2020-02-01T05:32:50,223,15722694,0
2020-02-01T05:32:51,223,3096841999,0
2020-02-01T05:33:21,223,26945763,0
2020-02-01T05:32:56,223,213537,0
2020-02-01T05:33:09,223,11710578,0
2020-02-01T05:33:14,223,28730643,0
2020-02-01T05:33:31,223,18265618,0
2020-02-01T05:33:56,223,12704652,0
2020-02-01T05:33:42,223,3097174651,0
2020-02-01T05:33:32,223,3096841850,0
2020-02-01T05:33:52,223,19786137,0
2020-02-01T05:34:05,223,3096841949,0
2020-02-01T05:34:20,223,3097174850,0
2020-02-01T05:34:14,223,3097174652,0
2020-02-01T05:34:27,223,15065573,0
2020-02-01T05:34:56,223,28909025,1
2020-02-01T05:34:56,223,3834500,0
2020-02-01T05:34:50,223,27858339,0
2020-02-01T05:35:16,223,22411123,0
2020-02-01T05:35:01,223,3097174653,0
2020-02-01T05:35:43,223,2961033,0
2020-02-01T05:35:31,223,3096841948,0
2020-02-01T05:35:37,223,26147687,0
2020-02-01T05:36:10,223,2689728,0
2020-02-01T05:35:42,223,26470695,0
2020-02-01T05:36:19,223,27648687,0
2020-02-01T05:36:08,223,21940671,0
2020-02-01T05:36:35,223,21621314,0
2020-02-01T05:36:50,223,18687667,0
2020-02-01T05:36:53,223,28368888,0
2020-02-01T05:36:59,223,22892545,0
2020-02-01T05:37:20,223,10274556,0
2020-02-01T05:37:41,223,29309583,0
2020-02-01T05:33:28,355,3092073600,0
2020-02-01T05:33:33,355,3092073600,0
2020-02-01T05:36:34,355,1060008091,0
2020-02-01T05:37:14,355,3077354552,0
2020-02-01T05:38:21,355,17259682,0
2020-02-01T05:38:17,355,15717464,0
2020-02-01T05:32:33,279,27022388,0
2020-02-01T05:34:27,279,16010976,0
2020-02-01T05:36:00,279,16953401,0
2020-02-01T05:37:17,279,26931819,0
2020-02-01T05:37:31,279,18727777,0
2020-02-01T05:37:42,279,1619026895,0
2020-02-01T05:33:16,355,310008536,0
2020-02-01T05:37:22,355,12431299,0
2020-02-01T05:37:59,355,11665949,0
2020-02-01T05:32:38,82,23465260,0
2020-02-01T05:32:46,82,14519512,0
2020-02-01T05:32:51,82,26277863,0
2020-02-01T05:32:22,82,16467804,0
2020-02-01T05:32:29,82,22667922,0
2020-02-01T05:32:36,82,29277365,0
2020-02-01T05:32:42,82,15881986,0
2020-02-01T05:32:51,82,19534940,0
2020-02-01T05:32:56,82,15987675,0
2020-02-01T05:33:01,82,29481385,0
2020-02-01T05:32:44,82,8921309,0
2020-02-01T05:32:52,82,22336439,0
2020-02-01T05:32:59,82,28335070,0
2020-02-01T05:33:03,82,10977470,0
2020-02-01T05:32:50,82,9905021,0
2020-02-01T05:32:59,82,22946021,0
2020-02-01T05:32:47,82,4321441,0
2020-02-01T05:32:53,82,653425,0
2020-02-01T05:32:57,82,28297696,0
2020-02-01T05:33:02,82,13458052,0
2020-02-01T05:32:53,82,20949379,0
2020-02-01T05:33:04,82,14660017,0
2020-02-01T05:10:51,830,270054840,0
2020-02-01T05:41:08,2074,27899411,0
2020-02-01T05:40:50,258,3102121440,0
2020-02-01T05:39:24,141,27750315,0
2020-02-01T05:41:05,258,14079533,0
2020-02-01T05:39:41,141,11706552,0
2020-02-01T05:41:15,258,23481003,0
2020-02-01T05:39:34,141,10831112,0
2020-02-01T05:40:53,258,11237312,0
2020-02-01T05:39:45,141,18459159,0
2020-02-01T05:40:05,2033,3986445046,0
2020-02-01T05:40:59,258,24540126,0
2020-02-01T05:39:54,141,28506048,0
2020-02-01T05:40:00,176,12963633,0
2020-02-01T05:40:46,2033,23135049,0
2020-02-01T05:39:49,141,28506048,0
2020-02-01T05:41:14,258,2319040286,0
2020-02-01T05:39:57,141,3094350818,0
2020-02-01T05:40:28,2033,3011441,0
2020-02-01T05:40:17,141,3951231870,0
2020-02-01T05:40:40,141,14279658,0
2020-02-01T05:40:17,2024,27178649,0
2020-02-01T05:40:40,141,14279658,0
2020-02-01T05:40:18,150,2316091870,0
2020-02-01T05:40:48,141,3094350817,0
2020-02-01T05:40:22,2027,20543397,0
2020-02-01T05:40:29,150,21591180,0
2020-02-01T05:39:55,26,24135656,0
2020-02-01T05:40:24,26,3992815792,0
2020-02-01T05:40:34,2027,13077800,0
2020-02-01T05:40:37,150,10235987,0
2020-02-01T05:40:41,26,3951198339,0
2020-02-01T05:40:32,2027,5556849,0
2020-02-01T05:40:52,150,28463960,0
2020-02-01T05:40:16,2027,16481625,0
2020-02-01T05:40:41,26,3546509,0
2020-02-01T05:40:29,2027,13084394,0
2020-02-01T05:40:43,2027,5368039,0
2020-02-01T05:40:30,2027,27888549,0
2020-02-01T05:39:54,2244,24241739,0
2020-02-01T05:37:45,327,29112768,1
2020-02-01T05:40:10,2101,7198843,0
2020-02-01T05:40:27,2244,24602355,0
2020-02-01T05:40:39,2027,27888549,0
2020-02-01T05:38:13,327,5967035,0
2020-02-01T05:40:23,2101,3097282948,0
2020-02-01T05:40:44,2027,27888549,0
2020-02-01T05:41:11,2101,12878798,0
2020-02-01T05:40:49,2027,4294398,0
2020-02-01T05:40:04,143,27884337,0
2020-02-01T05:40:38,2027,12925174,0
2020-02-01T05:37:31,291,3103076458,0
2020-02-01T05:40:56,145,21344969,0
2020-02-01T05:40:55,2027,27888549,0
2020-02-01T05:37:47,291,26023573,0
2020-02-01T05:40:26,396,15536093,0
2020-02-01T05:40:04,60,3101981879,0
2020-02-01T05:39:10,291,17137487,0
2020-02-01T05:41:00,145,6795774,0
2020-02-01T05:40:59,2027,27888549,0
2020-02-01T05:39:50,60,29054008,0
2020-02-01T05:40:41,2027,11324199,0
2020-02-01T05:40:24,60,3101981878,0
2020-02-01T05:40:39,2027,21549205,0
2020-02-01T05:41:25,145,11394340,0
2020-02-01T05:40:22,364,28135398,0
2020-02-01T05:36:23,2158,12171274,0
2020-02-01T05:40:30,364,10706736,0
2020-02-01T05:40:51,2027,16680784,0
2020-02-01T05:37:01,2158,22706773,0
2020-02-01T05:37:04,2158,3986568574,0
2020-02-01T05:40:10,85,24110888,0
2020-02-01T05:38:11,2158,3103376902,0
2020-02-01T05:41:00,2027,24529593,0
2020-02-01T05:40:31,85,12914203,0
2020-02-01T05:40:07,23,21336781,0
2020-02-01T05:38:11,2158,3149403,0
2020-02-01T05:41:01,313,29238014,0
2020-02-01T05:40:51,2027,3549144,0
2020-02-01T05:38:33,2158,20010061,0
2020-02-01T05:40:09,85,13975046,0
2020-02-01T05:39:02,2158,9819877,0
2020-02-01T05:40:54,2027,27888549,0
2020-02-01T05:40:23,85,3996126384,0
2020-02-01T05:38:58,2158,15843785,0
2020-02-01T05:40:59,2027,10316412,0
2020-02-01T05:40:22,296,19964292,0
2020-02-01T05:40:44,85,18210628,0
2020-02-01T05:39:19,2158,10080875,0
2020-02-01T05:40:59,85,13489818,0
2020-02-01T05:39:23,2158,27904691,0
2020-02-01T05:40:50,2027,18797918,0
2020-02-01T05:41:10,416,26543088,0
2020-02-01T05:40:42,2158,10950007,0
2020-02-01T05:41:11,85,27342973,0
2020-02-01T05:40:21,351,11327772,0
2020-02-01T05:41:00,2158,2719005002,0
2020-02-01T05:41:07,2027,22563156,0
2020-02-01T05:40:27,351,12278354,0
2020-02-01T05:40:55,2027,29041908,0
2020-02-01T05:44:16,2093,14065454,0
2020-02-01T05:40:37,351,14690190,0
2020-02-01T05:40:12,184,4027184,0
2020-02-01T05:41:02,2027,16001891,0
2020-02-01T05:35:42,320,9221975,0
2020-02-01T05:41:05,2027,3760468,0
2020-02-01T05:40:13,270,3377767,0
2020-02-01T05:35:56,320,15864178,0
2020-02-01T05:40:55,2027,25042373,0
2020-02-01T05:40:06,2020,22252319,0
2020-02-01T05:41:00,2185,14918877,0
2020-02-01T05:40:46,270,18340202,0
2020-02-01T05:35:58,320,28654362,0
2020-02-01T05:41:02,2027,27901027,0
2020-02-01T05:40:19,2020,3659678,0
2020-02-01T05:41:10,2185,19817032,1
2020-02-01T05:35:58,320,22671457,0
2020-02-01T05:41:08,2020,1619049019,0
2020-02-01T05:41:07,2027,27888549,0
2020-02-01T05:36:10,320,28822216,0
2020-02-01T05:40:22,69,15991716,0
2020-02-01T05:41:00,2185,24725798,0
2020-02-01T05:41:11,2027,27888549,0
2020-02-01T05:37:02,320,27780817,0
2020-02-01T05:41:06,2185,22554955,0
2020-02-01T05:41:23,2027,23687111,0
2020-02-01T05:37:03,320,24262194,0
2020-02-01T05:39:55,127,26121421,0
2020-02-01T05:41:25,2185,14287573,0
2020-02-01T05:41:29,2185,4824535,0
2020-02-01T05:40:06,127,26856942,0
2020-02-01T05:40:49,2236,80871,0
2020-02-01T05:37:02,320,10014376,0
2020-02-01T05:41:34,2027,23066134,0
2020-02-01T05:43:44,2093,20512956,0
2020-02-01T05:43:59,2093,22192676,0
2020-02-01T05:39:54,200,7109403,0
2020-02-01T05:40:23,200,7092681,0
2020-02-01T05:38:03,320,3604096,0
2020-02-01T05:43:44,2093,27561096,0
2020-02-01T05:38:20,320,11235058,0
2020-02-01T05:43:50,2093,16583510,0
2020-02-01T05:38:45,320,20949282,0
2020-02-01T05:43:58,2093,12717424,0
2020-02-01T05:40:04,198,3101318400,0
2020-02-01T05:43:51,2093,15323092,0
2020-02-01T05:40:33,200,22709098,0
2020-02-01T05:29:22,119,13437040,0
2020-02-01T05:30:10,254,8217600,0
2020-02-01T05:30:18,254,26970457,0
2020-02-01T05:30:27,254,4612223,0
2020-02-01T05:30:17,254,20338667,0
2020-02-01T05:30:25,254,5051979,0
2020-02-01T05:30:28,254,25127101,0
2020-02-01T05:30:15,254,29528044,0
2020-02-01T05:30:22,254,1617030207,0
2020-02-01T05:30:26,254,16576271,0
2020-02-01T05:30:20,254,19032283,0
2020-02-01T05:30:27,254,19032283,0
2020-02-01T05:30:34,254,13892917,0
2020-02-01T05:30:37,254,3096936342,0
2020-02-01T05:30:49,254,20895903,0
2020-02-01T05:29:59,67,16188251,0
2020-02-01T05:30:07,67,1470021219,0
2020-02-01T05:30:14,67,25102475,0
2020-02-01T05:30:18,67,16493382,0
2020-02-01T05:30:27,67,3021629618,0
2020-02-01T05:30:02,116,3986033313,0
2020-02-01T05:30:02,118,27112667,0
2020-02-01T05:30:10,318,1619194458,0
2020-02-01T05:30:16,318,12753346,0
2020-02-01T05:30:06,318,29211948,0
2020-02-01T05:30:14,318,9375229,0
2020-02-01T05:30:09,318,4274627,0
2020-02-01T05:30:18,318,14386667,0
2020-02-01T05:29:49,69,27770345,0
2020-02-01T05:30:17,404,3951662499,0
2020-02-01T05:30:39,69,16775566,0
2020-02-01T05:30:25,404,323264,0
2020-02-01T05:30:27,69,3105583495,0
2020-02-01T05:30:32,69,3105583495,0
2020-02-01T05:30:48,404,3101911644,0
2020-02-01T05:30:16,2024,20716812,0
2020-02-01T05:30:16,400,3676485,0
2020-02-01T05:30:40,2024,14263897,0
2020-02-01T05:30:40,400,19444385,0
2020-02-01T05:30:12,400,14482129,0
2020-02-01T05:30:26,190,3101847179,0
2020-02-01T05:30:25,190,895802,0
2020-02-01T05:30:11,400,2501732827,0
2020-02-01T05:30:22,400,11550245,0
2020-02-01T05:30:28,400,16854061,0
2020-02-01T05:30:32,190,3104866371,0
2020-02-01T05:30:20,400,10569777,0
2020-02-01T05:31:02,190,3101847177,0
2020-02-01T05:30:55,190,3105455112,0
2020-02-01T05:30:30,400,28348783,0
2020-02-01T05:30:36,400,12608457,0
2020-02-01T05:30:51,400,16644321,0
2020-02-01T05:30:33,400,28514551,0
2020-02-01T05:30:38,400,1619070089,0
2020-02-01T05:30:39,400,8020592,0
2020-02-01T05:30:48,400,9687186,0
2020-02-01T05:31:07,400,7691957,0
2020-02-01T05:30:13,313,22295481,0
2020-02-01T05:30:40,400,15574313,0
2020-02-01T05:30:21,191,3938040,0
2020-02-01T05:30:16,215,18028844,0
2020-02-01T05:30:26,215,11165520,0
2020-02-01T05:30:18,215,11771914,0
2020-02-01T05:30:06,191,3986046924,0
2020-02-01T05:30:06,191,28823593,0
2020-02-01T05:30:24,215,3129840,0
2020-02-01T05:30:26,215,13626013,0
2020-02-01T05:30:37,215,27585456,0
2020-02-01T05:29:57,2234,28144220,0
2020-02-01T05:30:49,215,3058915761,0
2020-02-01T05:30:39,2234,29284810,0
2020-02-01T05:30:23,215,21212388,0
2020-02-01T05:30:06,2244,3992816632,0
2020-02-01T05:30:22,2019,5872443,0
2020-02-01T05:30:17,352,3931272320,0
2020-02-01T05:30:43,352,3626373,0
2020-02-01T05:30:12,184,13689788,0
2020-02-01T05:30:23,184,26139792,0
2020-02-01T05:30:23,2121,3931866865,0
2020-02-01T05:30:44,184,3096280000,0
2020-02-01T05:30:51,184,16696308,0
2020-02-01T05:31:06,184,28107935,0
2020-02-01T05:30:06,187,23897796,0
2020-02-01T05:30:21,187,28557144,0
2020-02-01T05:30:16,187,21900545,0
2020-02-01T05:30:31,187,22996787,0
2020-02-01T05:29:59,225,28251001,0
2020-02-01T05:30:34,187,23897793,0
2020-02-01T05:29:52,225,2319041567,0
2020-02-01T05:29:55,225,27942667,0
2020-02-01T05:30:38,187,21894713,0
2020-02-01T05:29:59,225,5978637,0
2020-02-01T05:30:03,225,4417763,0
2020-02-01T05:30:07,225,29314894,0
2020-02-01T05:30:41,187,21909866,0
2020-02-01T05:30:04,225,21550291,0
2020-02-01T05:30:46,187,15342603,0
2020-02-01T05:30:51,187,23897791,0
2020-02-01T05:30:13,225,23897153,0
2020-02-01T05:30:57,187,28557079,0
2020-02-01T05:31:10,187,15800801,0
2020-02-01T05:30:18,225,16063563,0
2020-02-01T05:31:04,187,23889880,0
2020-02-01T05:30:12,225,21062775,0
2020-02-01T05:30:12,225,29092739,0
2020-02-01T05:30:16,225,23826464,0
2020-02-01T05:30:21,2098,14113187,1
2020-02-01T05:30:28,225,3992801190,0
2020-02-01T05:30:07,225,388741,0
2020-02-01T05:30:21,225,29314894,0
2020-02-01T05:30:10,225,29547576,0
2020-02-01T05:30:17,225,4057028,0
2020-02-01T05:30:00,225,3986620453,0
2020-02-01T05:30:19,90,3105535516,0
2020-02-01T05:30:11,225,3981069550,0
2020-02-01T05:30:31,225,3986016014,0
2020-02-01T05:30:39,90,10994944,0
2020-02-01T05:30:17,225,21062775,0
2020-02-01T05:30:43,225,16432435,0
2020-02-01T05:30:16,90,2365862,0
2020-02-01T05:30:24,90,10262234,0
2020-02-01T05:30:34,225,13522828,0
2020-02-01T05:30:16,90,2725696,0
2020-02-01T05:30:12,90,13606079,0
2020-02-01T05:30:29,225,15261637,0
2020-02-01T05:30:36,90,23103923,0
2020-02-01T05:30:56,90,3931052637,0
2020-02-01T05:31:21,90,18868135,0
2020-02-01T05:29:52,322,16224689,0
2020-02-01T05:31:31,90,22861693,0
2020-02-01T05:31:19,90,3110700796,0
2020-02-01T05:30:01,322,2319077221,0
2020-02-01T05:30:07,322,2319062736,0
2020-02-01T05:30:18,322,19548596,0
2020-02-01T05:30:10,322,6069256,0
2020-02-01T05:30:20,23,27418501,0
2020-02-01T05:30:12,322,24255046,0
